name,address,city,postal,phone,website,email
Amazing Tots Childcare Center,2888 Walton Ave,Coquitlam,V3B 2W2,(778) 227-5747,,
Anna's Greenhouse Daycare,220 Bernatchey St,Coquitlam,V3K 4C3,(778) 859-8010,,
Art In Daycare,625 Schoolhouse St,Coquitlam,V3J 5P6,(236) 788-8485,,
Awesome Playtime (Apt) Daycare,849 Runnymede Ave,Coquitlam,V3J 2V3,(778) 877-0706,,
B & D Montessori Learning Academy Ltd. (Coq),1187 Eagleridge Dr,Coquitlam,V3E 1J8,(604) 464-6447,,
Baby Smart Infant And Toddler Child Care Centre,1530 Como Lake Ave,Coquitlam,V3J 3P6,(604) 306-6698,,
Baby To Superstar Daycare,2936 Valleyvista Dr,Coquitlam,V3E 2P4,(604) 518-9355,,
Baker's Corner Preschool,1563 Regan Ave,Coquitlam,V3J 3B7,(604) 461-5848,,
Barney Group Daycare,2905 Walton Ave,Coquitlam,V3B 2W4,(778) 834-9771,,
Bee House Montessori Day Care Ltd,283 Hart St,Coquitlam,V3K 4B1,(604) 817-4584,,
Blue Mountain Kids Academy Ltd,1045 Ridgeway Ave,Coquitlam,V3J 1S6,(672) 963-2024,,
Bright Beginnings Infant / Child Care,1393 Austin Ave,Coquitlam,V3K 3P6,(236) 888-2764,,
Bright Genius Academy Childcare Center,1508 Shore View Pl,Coquitlam,V3E 0J6,(236) 965-4536,,
Bright Kiddo Childcare Ltd,717 Poirier St,Coquitlam,V3J 6B5,(778) 833-1137,,
Burke Mountain Preschool,1386 Coast Meridian Rd,Coquitlam,V3E 3H1,(604) 475-5834,,
Burke Village Academy,3516 Forst Ave,Coquitlam,V3B 2W7,(778) 723-5650,,
Busy Bees Child Care,1159 Eagleridge Dr,Coquitlam,V3E 1K1,(604) 561-5380,,
Canyon Springs Montessori School & Childcare Centre,2910 Walton Ave,Coquitlam,V3B 2W3,(604) 945-0566,,
Children Of Integrity Montessori Childcare Academy,2541 Quay Pl,Coquitlam,V3H 3S7,(778) 840-0764,,
Children's House Montessori Preschool,1563 Regan Ave,Coquitlam,V3J 3B7,(604) 931-1311,,
Daycare 7,1342 Canary Pl,Coquitlam,V3E 0E1,(778) 710-1717,,
Del Academy- Divine Early Learning Academy,2265 Leclair Dr,Coquitlam,V3K 6P6,(778) 928-6735,,
Do-Re-Mi Kids In Learning,1483 Cadena Crt,Coquitlam,V3E 0E5,(604) 468-9166,,
Don Moore Childcare,3392 Don Moore Dr,Coquitlam,V3E 0C5,(604) 500-0740,,
Douglas College Early Childhood Education Center (Coquitlam),1250 Pinetree Way,Coquitlam,V3B 7X3,(604) 777-6101,,
Dream Castle Childcare Centre Ltd,3542 Highland Dr,Coquitlam,V3E 0K2,(778) 861-3456,,
Dreamkids Childcare Ltd. (Dream Location),201A-1194 Lansdowne Dr,Coquitlam,V3E 1J7,(604) 809-1823,,
Dreamy Daisy Daycare Corp.,1519 Eagle Mountain Dr,Coquitlam,V3E 2Y6,(778) 898-4502,,
Early Learning Childcare Centre,103-2764 Barnet Hwy,Coquitlam,V3B 1B9,(604) 475-4800,,
Educastle Childcare Learning Centre,270 3020 Lincoln Ave,Coquitlam,V3B 6B4,(604) 942-2273,,
Elation Education Child Care Centre,100 & 200 938 Brunette Ave,Coquitlam,V3K 1C9,(604) 515-8846,,
Ema - Kids Club (Coquitlam),1046F Austin Ave,Coquitlam,V3K 3P3,(604) 231-3311,,
Emerald Hills Montessori,1501 Bramble Lane,Coquitlam,V3E 2S7,(604) 942-5430,,
First Steps Daycare,675 Blue Mountain St,Coquitlam,V3J 4R5,(604) 931-0691,,
Friends And Neighbours Together,155 Finnigan St,Coquitlam,V3K 5J2,(604) 526-3223,,
Friendship Corner Daycare,2950 Dewdney Trunk Rd,Coquitlam,V3C 2J4,(604) 945-8504,,
Funshine Daycare Center,2864 mccoomb Dr,Coquitlam,V3B 6B3,(604) 464-6442,,
Futurekids Daycare Centre,600 Fairview St,Coquitlam,V3J 4A7,(604) 720-2287,,
Gamesters Fundamentals Inc,1189 Rochester Ave,Coquitlam,V3K 2X3,(778) 227-4335,,
Glen Childcare,2977 Glen Dr,Coquitlam,V3B 2P7,(778) 285-3589,,
Glowing Hearts Daycare,705 Delestre Ave,Coquitlam,V3K 2G1,(604) 936-9890,,
Golden Apple Daycare,1315 Jordan St,Coquitlam,V3B 6X5,(604) 475-3868,,
Green Apple Daycare Coquitlam,1504 Sprice Ave,Coquitlam,V3J 2P6,(604) 931-5595,,
Hampton Park Bilingual Montessori Inc.,1760 Paddock Dr,Coquitlam,V3E 3N8,(604) 468-9934,,
Happy Days Playschool,489 Mundy St,Coquitlam,V3K 5N2,(604) 936-0722,,
Happy Kids Castle Daycare,957 Brunette Ave,Coquitlam,V3K 1E2,(672) 971-7979,,
Harbour View Childcare Inc,960 Lillian St,Coquitlam,V3J 5C7,(604) 931-3033,,
Hellokids Childcare Centre,1020 Ridgeway Ave,Coquitlam,V3J 1S5,(604) 261-9713,,
Hi And Bye Daycare,411 Schoolhouse St,Coquitlam,V3K 4Y7,(604) 318-9469,,
Highland Montessori Child Care,3550 Highland Dr,Coquitlam,V3E 0K2,(778) 998-8976,,
Homera Daycare Center,1282 Hudson St,Coquitlam,V3B 7L7,(778) 834-3096,,
Honey Bees Daycare,3168 Pier Dr,Coquitlam,V3C 5S5,(778) 325-1378,,
Immaculate Heart Early Childhood Education Centre,789 Alderson Ave,Coquitlam,V3K 1T9,(604) 939-3682,,
Jasmine Childcare Centre,2558 Jasmine Crt,Coquitlam,V3E 2G5,(778) 918-0965,,
Joyland Daycare,517 Draycott St,Coquitlam,V3J 6M4,(778) 317-6856,,
Just Kiddies Childcare,103-2591 Panorama Dr,Coquitlam,V3E 2Y6,(604) 618-9876,,
Kiddies Korner Preschool,948 Como Lake Ave,Coquitlam,V3J 7P9,(604) 941-4919,,
Kids Village,588 Cottonwood Ave,Coquitlam,V3J 2S2,(604) 931-8138,,
Kidscool Early Learning Centre,1116 Como Lake Ave,Coquitlam,V3J 3N8,(604) 767-9726,,
Kidz R Kidz,101-3007 Glen Dr,Coquitlam,V3B 2P7,(604) 474-2595,,
Kindertopia Early Learning,100-2188 Austin Ave,Coquitlam,V3K 3R8,(604) 492-3335,,
Ladybird Montessori Learning Academy,8-1180 Pinetree Way,Coquitlam,V3B 7L2,(778) 285-1737,,
Launchpad Early Learning Centre,2813 Glen Dr,Coquitlam,V3B 2P6,(778) 320-8183,,
Lavender Forest Child Care Center,979 Crystal Crt,Coquitlam,V3C 5X5,(778) 875-1551,,
Learn & Play Preschool,1237 Beedie Dr,Coquitlam,V3E 1C3,(604) 464-9656,,
Leigh School Daycare,1230 Soball St,Coquitlam,V3B 3H7,(778) 881-6475,,
Lidel Angels Childcare,1585 Salal Cres,Coquitlam,V3E 2Y3,(604) 446-4145,,
Lil' Grownups Daycare,947 Blue Mountain St,Coquitlam,V3J 4S9,(778) 960-8652,,
Little Butterflies Daycare,16-2773 Barnet Hwy,Coquitlam,V3B 1C2,(778) 875-2570,,
Little Dolphins Daycare Ltd,107-1135 Pipeline Rd,Coquitlam,V3B 0N3,(604) 345-2830,,
Little Eagle Childcare Centre Ltd,200-2188 Austin Ave,Coquitlam,V3K 3R8,(604) 931-6777,,
Little Marines Training Center,211-403 North Rd,Coquitlam,V3K 3V9,(604) 492-0988,,
Little Neighbours Nursery School,155 Finnigan St,Coquitlam,V3K 5J2,(604) 521-5158,,
Little Rainbow House Preschool & Daycare,700 Clearwater Way,Coquitlam,V3C 6A3,(604) 945-2727,,
Lynn Early Learning Centre,3504 Chandler St,Coquitlam,V3E 0K2,(604) 902-7905,,
Maple Caspian Kids Academy,"102, 103-1041 Ridgeway Ave",Coquitlam,V3J 1S6,(604) 413-3094,,
Meadowbrook Players,900 Sharpe St,Coquitlam,V3C 3M3,(604) 338-8943,,
Miller Park Kidz Clubhouse,800 Egmont Ave,Coquitlam,V3J 4J8,(778) 868-3017,,
Mini Miracles Children Centre,1102 Ridgeway Ave,Coquitlam,V3J 1S9,(604) 790-1102,,
Mini Miracles Toddler Centre,913 Madore Ave,Coquitlam,V3K 3B4,(778) 776-2351,,
Mountain View Group Daycare 7,740 Smith Ave,Coquitlam,V3J 4E7,(604) 937-3020,,
Nagin's Daycare,450 Joyce St,Coquitlam,V3K 4G4,(604) 936-0777,,
New Horizon Montessori School Ltd.,1415 Noons Creek Dr,Coquitlam,V3E 2T7,(604) 552-7542,,
Nik Kids Academy,622 Schoolhouse St,Coquitlam,V3J 5P7,(778) 885-3264,,
Our Lady Of Fatima Early Learning Center & Before/After Care,315 Walker St,Coquitlam,V3K 4C7,(604) 936-4250,,
Over The Rainbow - Regan / Cavalry Baptist Church,1636 Regan Ave,Coquitlam,V3J 3B8,(604) 939-2726,,
Panda Bear Children's Place On Falcon,1198 Falcon Dr,Coquitlam,V3E 2M4,(604) 862-1302,,
Pango Childcare Group Inc,Unit A - 1393 Gabriola Dr,Coquitlam,V3E 2H3,(604) 366-0987,,
Panorama Group Daycare,2625 Panorama Dr,Coquitlam,V3E 2W1,(604) 468-4030,,
Parkland Players,1563 Regan Ave,Coquitlam,V3J 3B7,(604) 936-7005,,
Plateau Montessori Childcare,3285 Plateau Blvd,Coquitlam,V3E 3B8,(604) 916-9592,,
Play Garden Infant And Toddler Centre,1572 Regan Ave,Coquitlam,V3J 3B8,(778) 798-8162,,
Qas Out Of School Care,821 Fairfax St,Coquitlam,V3J 5K7,(604) 939-1741,,
Quinton Childcare,1950 Quinton Ave,Coquitlam,V3J 3K5,(604) 655-7718,,
Rainforest Learning Centre Inc. – Coquitlam,101 511 Rochester Ave,Coquitlam,V3K 0A2,(778) 355-0555,,
Ranch Park Kids Place Inc.,2701 Spuraway Ave,Coquitlam,V3C 2C4,(604) 942-6474,,
S.M.A.T. Child Care Center,631 Thompson Ave,Coquitlam,V3J 3Z9,(778) 996-8236,,
Saints And Angels Preschool,1405 Como Lake Ave,Coquitlam,V3J 3P4,(604) 868-9117,,
Sidekicks Childcare Centre,1550 Booth Ave,Coquitlam,V3K 1B9,(604) 553-6007,,
Silly Moose Academy,2641 Panorama Dr,Coquitlam,V3E 2W1,(778) 822-7537,,
Smiling Kids Childcare Centre,1380 Coast Meridian Rd,Coquitlam,V3E 3H1,(604) 600-4393,,
Sun Fun Child Care Center,2648 Sandstone Cres,Coquitlam,V3E 2T8,(604) 945-8901,,
Sunflower Daycare,885 Baker St,Coquitlam,V3J 6W9,(604) 618-9739,,
Super Dooper Childcare Centre,3328 Turner Ave,Coquitlam,V3E 3B9,(604) 790-9956,,
The Good Shepherd Daycare,1320 Johnson St,Coquitlam,V3B 4T5,(604) 537-8100,,
Under The Sea Childcare,1369 Kenney St,Coquitlam,V3E 2R2,(604) 375-6726,,
Vista Child Centre,2942 Valleyvista Dr,Coquitlam,V3E 2P4,(604) 522-6466,,
Westwood Kids Castle Childcare,2921 Valleyvista Dr,Coquitlam,V3E 2P3,(604) 649-6860,,
Westwood Montessori,1438 Pinetree Way,Coquitlam,V3E 2T6,(604) 765-0966,,
White Swan Montessori Education Centre,800 Egmont Ave,Coquitlam,V3J 4J8,(604) 931-7926,,
Write Choice Early Learning Centre,2027-1163 Pinetree Way,Coquitlam,V3B 8A9,(604) 475-3181,,
A Wave Of Stars Childcare,1821 Barnet Hwy,Port Moody,V3H 1V9,(604) 715-7548,,
Annar Fine Art Academy Childcare Ltd,3013 Spring St,Port Moody,V3H 4B6,(778) 822-7120,,
Block 8 Academy - Moody Street,110 Moody St,Port Moody,V3H 2B9,(778) 893-9706,,
Busy Crocodile French Immersion Children Centre Inc.,2511 St Johns St,Port Moody,V3H 2B3,(604) 349-9041,,
Butterfly Early Learning Centre,511 San Remo Dr,Port Moody,V3H 3S6,(778) 928-3839,,
Constellation Montessori Daycare,122 Moody St,Port Moody,V3H 2P8,(604) 461-3172,,
Glenayre Montessori Daycare,495 Glencoe St,Port Moody,V3H 1G6,(604) 937-0084,,
Griffin's Gateway,495 Glencoe Dr,Port Moody,V3H 1G6,(604) 813-5792,,
Happy Kids World Childcare Inc,2611A St Johns St,Port Moody,V3H 2B5,(604) 900-2412,,
Junior Citizens Care Center,999 Noons Creek Dr,Port Moody,V3H 4N3,(236) 838-3404,,
Kiddos Clubhouse Daycare,2225 Clarke St,Port Moody,V3H 1Y6,(778) 302-1932,,
Kids Academy (2610),2610 St Johns St,Port Moody,V3H 3B6,(604) 353-3830,,
Kids Academy (2624),2624A St Johns St,Port Moody,V3H 2B6,(604) 492-5437,,
Kids At Play Daycare,5 Deerwood Pl,Port Moody,V3H 4N2,(604) 374-7484,,
Kidz Venture Club,2809 Spring St,Port Moody,V3H 4C6,(604) 727-7991,,
Kinder Kampus - Old Orchard Hall,646 Bentley Rd,Port Moody,V3H 3A3,(604) 417-9109,,
Newport Child Care Center,235 Newport Dr,Port Moody,V3H 5C9,(604) 792-3337,,
Newport Childcare Center,265B Newport Dr,Port Moody,V3H 5C9,(604) 492-3337,,
Parkside Childcare Centre,210 Parkside Dr,Port Moody,V3H 4Z6,(604) 936-9197,,
Rocky Point Montessori 2,2707 Clarke St,Port Moody,V3H 1Z5,(604) 619-5308,,
Baby Bears Infant And Toddler Daycare Ltd.,7973 Dunsmuir St,Mission,V2V 4S2,(604) 826-5612,,
Bloom Childcare Centre & Fine Arts Preschool,32811 Dewdney Trunk Rd,Mission,V2V 6X6,(604) 820-8465,,
Cherub's Inn Daycare,8469 Cedar St,Mission,V4S 1A1,(778) 255-7699,,
Club K.I.D.S. Central - Room 129,7466 Welton St,Mission,V2V 6L4,(604) 820-5360,,
Ema - Kids Club (Mission),6995 Bridge St,Mission,V2V 2X5,(604) 820-3011,,
Future 4 Nations Aboriginal Headstart Program - Room 146,146-34110 Lougheed Hwy,Mission,V2V 4L1,(604) 820-4567,,
Green Valley Sunshine Kids,7332 Grand St,Mission,V2V 3S1,(778) 347-4242,,
Imagination Station Childcare Centre-Silverdale Crossing,29560 Lougheed Hwy,Mission,V4S 1H7,(604) 287-7009,,
Kaleidoscope Childcare,33083 Tunbridge Ave,Mission,V2V 6X9,(604) 814-1781,,
Kiddie Academy Child Care Centre Ltd,33837 Prentis Ave,Mission,V2V 2J7,(778) 347-0816,,
Kids Town Childcare Centre,101-104 - 32559 Logan Ave,Mission,V2V 6W8,(604) 388-0707,,
Little Kingdom Childcare Mission Downtown,33365 1St Ave,Mission,V2V 1G9,(778) 384-3742,,
Mission Montessori Academy,33070 5Th Ave,Mission,V2V 1V5,(604) 287-0120,,
Mission Montessori Outdoor Education Program,37151 Hawkins Pickle Rd,Mission,V0M 1H0,(604) 768-5065,,
Mission Stars Childcare Centre (Hurd St),7381 Hurd St,Mission,V2V 3H8,(778) 246-1539,,
Wind & Tide-Cedar,32860 Cherry Ave,Mission,V2V 2T9,(604) 617-3246,,
You Care We Care Daycare Inc.,32965 Lougheed Hwy,Mission,V2V 1B4,(604) 820-4946,,
A & B Learning Daycare,4605 Grassmere St,Burnaby,V5G 2N8,(778) 995-2628,,
A Miracle Childcare,6655 Georgia St,Burnaby,V5B 1V9,(672) 513-2463,,
A1 Suncrest Daycare,7907 Suncrest Dr,Burnaby,V5J 3N4,(778) 986-9386,,
Abc Academy - Children's Learning Center Ltd - Burnaby,3830 Sunset St,Burnaby,V5G 1T3,(604) 317-9040,,
Absorbent Minds Montessori Ltd.,7283 Nelson Ave,Burnaby,V5J 4C2,(604) 433-2144,,
Acg Early Learning Center #1,4916 Imperial St,Burnaby,V5J 1C6,(778) 955-7181,,
Adventure House Early Learning Childcare,8187 12Th Ave,Burnaby,V3N 2L3,(236) 509-4447,,
Aloha Childcare Centre,6338 Neville St,Burnaby,V5E 1A6,(604) 720-0076,,
Amazing Grace-Sunrise Out Of School Care,3977 Albert St,Burnaby,V5C 2E2,(604) 716-6352,,
Amazing Kidz Childcare,3780 Lozells Ave,Burnaby,V5A 2Z1,(236) 863-1758,,
Angel Wings Daycare Center,7444 Edmonds St,Burnaby,V3N 1A8,(604) 551-6090,,
Apple Island Childcare,7487 Holly St,Burnaby,V5E 2C3,(604) 721-7488,,
Ark And Rainbow Child Care,4869 Colbrook Crt,Burnaby,V5G 3Y3,(845) 006-8666,,
Ask Or Imagine Christian Children's Center,6344 Sperling Ave,Burnaby,V5E 2V4,(604) 970-2625,,
Astro Childcare,4108 Manor St,Burnaby,V5G 1B1,(604) 438-8585,,
Aubrey Daycare Centre,6409 Aubrey St,Burnaby,V5B 2C9,(604) 677-0012,,
Baby Angel Early Learning Inc,4536 Irmin St,Burnaby,V5J 1X7,(778) 885-6330,,
Baby Beluga Early Learning & Play House,5450 Moreland Dr,Burnaby,V5G 1Z8,(778) 846-5120,,
Baby Club Childcare,7538 Tyndale Cres,Burnaby,V5A 4K1,(778) 302-6919,,
Bear Cubs Childcare,3530 Colter Crt,Burnaby,V5A 2Y6,(778) 898-6338,,
Bear Paws Child Care,6842 Gilley Ave,Burnaby,V5J 4W7,(604) 563-6825,,
Beautiful Days Child Care Center,4732 Maitland St,Burnaby,V5H 1N2,(778) 987-0415,,
Bee House Montessori Day Care I,7283 Nelson Ave,Burnaby,V5J 4C2,(604) 433-9769,,
Bee House Montessori Day Care Ii,3855 Sunset St,Burnaby,V5G 1T4,(604) 814-4584,,
Beehive Christian Early Learning,8255 13 Ave,Burnaby,V3N 2G6,(604) 521-6601,,
Beyond Care,8350 11Th Ave,Burnaby,V3N 2P4,(604) 521-8748,,
Brentwood Montessori Child Care Ltd.,101-1950 Bellwood Ave,Burnaby,V5B 4Z3,(604) 294-2671,,
Brentwood Park Plus,"1455 Delta Ave, Room B",Burnaby,V5B 3G4,(604) 292-1290,,
Bright Star Montessori School Inc,7591 Gray Ave,Burnaby,V5J 3Z4,(778) 861-8876,,
Broadway Bilingual Daycare,6644 Broadway,Burnaby,V5B 2Y5,(604) 444-4706,,
Buckingham Tots Child Care Center,7461 Stanley St,Burnaby,V5E 3Z6,(604) 337-0064,,
Burnaby French Language Preschool,6060 Marlborough Ave,Burnaby,V5H 3L7,(604) 432-1323,,
Burnaby Lake Childcare,4578 Brentlawn Dr,Burnaby,V5C 3V1,(604) 728-0613,,
Burnaby Lakeview Daycare,7020 Sperling Ave,Burnaby,V5E 2W3,(778) 990-3981,,
Burnaby Lakeview Early Learning Centre,7777 Mayfield St,Burnaby,V5E 2J5,(604) 522-5515,,
Burnaby Montessori School Ltd,5489 Kingsway,Burnaby,V5H 2G1,(604) 558-1661,,
Burquitlam Childcare,9847 Lyndhurst St,Burnaby,V3J 1E9,(604) 421-2919,,
Busy Bee Montessori Children's House,5749 Elsom Ave,Burnaby,V5H 2Z8,(604) 603-5687,,
C.J.'S School Age Fun Daycare,7429 Imperial St,Burnaby,V5E 1P1,(604) 525-6497,,
Capitol Hill Children's Centre,5750 Pandora St,Burnaby,V5B 3V1,(778) 727-1310,,
Captain Alpha Childcare,4304 Parker St,Burnaby,V5C 3C5,(778) 888-8132,,
Cariboo Kids Daycare,7200 Cariboo Rd,Burnaby,V3N 4A7,(604) 527-7200,,
Children's Reef Learning Center Ltd.,3722 Frances St,Burnaby,V5C 2N8,(778) 837-4672,,
Chris' Home Daycare,7110 Maureen Cres,Burnaby,V5A 1H4,(604) 363-4669,,
Christine Sinclair Child Care Centre,3713 Kensington Ave,Burnaby,V5B 0A7,(778) 300-2660,,
Clinton Neighbourhood Care,5858 Clinton St,Burnaby,V5J 2M3,(604) 435-1222,,
Crescendo Childcare Centre,4663 Hastings St,Burnaby,V5C 2K6,(604) 808-7623,,
Dandelion Daycare Centre,5870 Rumble St,Burnaby,V5J 2C4,(604) 566-2666,,
Deer Lake Child Care,5135 Sperling Ave,Burnaby,V5E 2T2,(604) 294-4988,,
Deer Lake Seventh-Day Adventist School,5550 Gilpin St,Burnaby,V5G 2H6,(604) 816-5845,,
Dharma Kids Centre,3821 Piper Ave,Burnaby,V5A 3B2,(604) 420-2604,,
Discovery Childcare Centre,49 7411 12 Ave,Burnaby,V3N 2K2,(778) 397-2892,,
Douglas Road Neighbourhood Care,4861 Canada Way,Burnaby,V5G 1L7,(604) 298-7094,,
Dreamland Infant And Toddler Daycare Center,5365 Venables St,Burnaby,V5B 1X9,(604) 298-7772,,
E2 Childcare,4642 Irmin St,Burnaby,V5J 1X9,(604) 658-0792,,
Early Learning Childcare Centre,6619 Brantford Ave,Burnaby,V5E 2R9,(778) 898-9593,,
Early Steps,4890 Hastings St,Burnaby,V5C 2K9,(604) 862-6980,,
Edmonds Childcare Centre,7496 Edmonds St,Burnaby,V3N 1B2,(778) 227-8930,,
Fantastic Kidz Childcare,7233 Dow Ave,Burnaby,V5J 3X3,(778) 386-8889,,
First Path Childcare,185 & 190-5665 Kingsway,Burnaby,V5H 2G4,(778) 688-2335,,
Forest City Children's Centre,5855 Imperial St,Burnaby,V5J 1G4,(604) 433-2324,,
Forest Grove Childcare Centre,36-8650 Cinnamon Dr,Burnaby,V5A 4H7,(604) 339-6340,,
Galaxy Daycare Centre Ltd,8187 Woodlake Crt,Burnaby,V5A 3P3,(604) 218-4961,,
Gilmore Preschool,50 Gilmore Ave,Burnaby,V5C 4P5,(604) 618-4333,,
Gilpin Neighbourhood Care,5433 Ivar Pl,Burnaby,V5G 2C6,(604) 298-5355,,
Giraffe Childcare Center,3925 Oxford St,Burnaby,V5C 1C4,(778) 512-3678,,
Gold Key Childcare Center,6141 Elgin Ave,Burnaby,V5H 3S3,(778) 388-6169,,
Golden Apple Daycare,2181 Sperling Ave,Burnaby,V5B 4K6,(604) 781-1516,,
Grace Montessori Daycare,7588 Cariboo Rd,Burnaby,V3N 4A9,(778) 986-5168,,
Growing Minds Child Care Centre,7456 19 Ave,Burnaby,V3N 1E4,(604) 442-4917,,
Gummy Bears Child Care,6288 Service St,Burnaby,V5H 1V8,(778) 927-8133,,
Happy Bird Daycare,7545 18Th Ave,Burnaby,V3N 1J1,(778) 903-4237,,
Happy Gogo Childcare Centre,7928 14Th Ave,Burnaby,V3N 2B4,(778) 320-9988,,
Happy Smile Childcare Centre,7615 17Th Ave,Burnaby,V3N 1L6,(778) 697-0998,,
Happyland Infant And Toddler Daycare,6295 Broadway,Burnaby,V5B 2Y4,(778) 883-9030,,
Hillview Parent Participation Preschool,4340 Carson St,Burnaby,V5J 2X9,(604) 431-0119,,
Honey Bees Studio Daycare,7854 6Th St,Burnaby,V3N 3N3,(604) 527-6760,,
Hula Bears Child Care,4556 Clinton Street,Burnaby,V5J 2K5,(778) 239-8818,,
Ic Early Learning Center,6336 Royal Oak Ave,Burnaby,V5H 3N7,(604) 500-5559,,
Ic Early Learning Center (Nelson),5989 Nelson Ave,Burnaby,V5H 2H8,(604) 719-1111,,
In-Joy Montessori Children's Centre,6808 Beresford St,Burnaby,V5E 4M6,(778) 688-4585,,
Inspirations Montessori School,7980 Gray Ave,Burnaby,V5J 4A1,(778) 889-5083,,
Jessie's Tots Educare Centre A,4871 Highlawn Dr,Burnaby,V5C 3T2,(778) 928-9995,,
Joyful Adventure Child Care,5532 Cedardale Ct,Burnaby,V5B 2B8,(778) 697-2742,,
Kiddie Club Childcare Center,6686 Stanley St,Burnaby,V5E 1T8,(778) 861-1313,,
Kiddie Club Infant Toddler Childcare,6177 Leibly Ave,Burnaby,V5E 3C7,(778) 863-8811,,
Kiddocare Infant/Toddler Centre,7595 10 Ave,Burnaby,V3N 2S1,(604) 230-6148,,
Kids Link Out Of School Care,7502  2Nd St,Burnaby,V3N 3R5,(604) 889-1092,,
Kids View Studio,4610 Northlawn Dr,Burnaby,V5C 3S1,(604) 629-3555,,
Kidtopia Children's House,6745 Hastings St.,Burnaby,V5B 1S6,(604) 565-6555,,
Kidz Adventure Learning Centre,5165 Hardwick St,Burnaby,V5G 1P8,(778) 773-9997,,
Kidz Adventure Learning Centre (Parkcrest),6138 Parkcrest Dr,Burnaby,V5B 2S9,(778) 872-3992,,
Kingsway Christian Children's Centre - Clubhouse,4045 Kingsway,Burnaby,V5H 1Y9,(604) 437-3393,,
Lael Academy,5467 Hardy Crt,Burnaby,V5G 0A6,(778) 951-1993,,
Language Arts Early Learning,8695 10Th Ave,Burnaby,V3N 2S9,(236) 251-6951,,
Little Blossom Daycare,7283 Nelson Ave,Burnaby,V5J 4C2,(604) 433-5155,,
Little Blossom Daycare - I/T Program,7128 Nelson Ave,Burnaby,V5J 4C1,(604) 433-5156,,
Little Dino Childcare Centre,7929 19Th Ave,Burnaby,V3N 1E9,(236) 428-8878,,
Little Einstein Children's Centre,5014 Smith Ave,Burnaby,V5G 2W5,(604) 377-1956,,
Little Masters Childcare Center,1322 Whitsell Ave,Burnaby,V5C 5E4,(778) 316-5010,,
Little Montessorians,719 Carleton Ave,Burnaby,V5C 4V1,(778) 898-0860,,
Little Neighbourhood Childcare,7566 Mary Ave,Burnaby,V3N 3G5,(778) 385-1025,,
Little Seedlings Daycare Centre,7352 12Th Ave,Burnaby,V3N 2J9,(778) 882-0887,,
Little Sparrows Academy Corporation,8049 Gilley Ave,Burnaby,V5J 4Y6,(778) 865-7198,,
Little Stars Daycare Centre,7760 Lawrence Dr,Burnaby,V5A 3M9,(604) 367-3696,,
Little Town Childcare,4378 Imperial St,Burnaby,V5J 1A9,(604) 729-6655,,
Little Vine Learning Centre,1005 Kensington Ave,Burnaby,V5B 4B8,(604) 566-5887,,
Little Wonderland Childcare,7767 12Th Ave,Burnaby,V3N 2K6,(778) 885-9386,,
Madison Children's Centre,4397 Buchanan St,Burnaby,V5C 3X7,(604) 526-2522,,
Marin Learning Center,5110 Marine Dr,Burnaby,V5J 3G6,(604) 283-4088,,
Marlbrough Neighbourhood Care,5151 Sanders St,Burnaby,V5H 1T1,(604) 431-0400,,
Maywood Neighbourhood Care,4567 Imperial St,Burnaby,V5J 1B7,(604) 431-0484,,
Merry Land Child Care,4475 Pandora Street,Burnaby,V5C 2B8,(604) 657-8133,,
Metrotown Daycare,7250 Dow Ave,Burnaby,V5J 3X4,(778) 872-1239,,
Mom's Garden Daycare,8691 Armstrong Ave,Burnaby,V3N 2H4,(604) 868-5494,,
Mom's Pride Childcare Centre,7328 Dunvegan Crt,Burnaby,V5A 3R5,(604) 374-3688,,
Momentos De Ninos Childcare Ltd,5875 mckee St,Burnaby,V5J 2V4,(778) 865-9183,,
Mulberry Tree Infant And Toddler Childcare,3784 Frances St,Burnaby,V5C 2N8,(604) 428-1733,,
Nelson Avenue Daycare,5825 Nelson Ave,Burnaby,V5H 3H6,(604) 439-9263,,
Neville Childcare,5769 Neville St,Burnaby,V5J 2J3,(604) 417-2489,,
Next Prep Academy,4838 Hastings St,Burnaby,V5C 0J7,(604) 653-6398,,
North Rd Montessori Child Care,2781 North Rd,Burnaby,V3J 1R5,(604) 444-3787,,
Opus Daycare - Brentwood,1562 Taralawn Crt,Burnaby,V5B 3H3,(604) 727-5057,,
Organic Early Learning,7535 Sixth St,Burnaby,V4N 3M2,(604) 765-9982,,
P-Wee Early Learning Centre,4001 Hastings St,Burnaby,V5C 2J1,(778) 846-8666,,
Parkcrest Children's Centre,6040 Winch St,Burnaby,V5B 2L2,(604) 294-6224,,
Petits Genies Academy Ltd,101-4181 Hastings St,Burnaby,V5C 2J3,(604) 788-0901,,
Pied Piper Preschool,8757 Armstrong Ave,Burnaby,V3N 2H8,(604) 524-0833,,
Play And Learn Childcare Centre,4425 Saratoga Ct,Burnaby,V5H 1C8,(604) 258-9727,,
Play N Learn Daycare,3839 Thurston St,Burnaby,V5H 1H9,(604) 617-8355,,
Polka Dot Fine Art & Education,300-5761 Marine Way,Burnaby,V5J 0A6,(604) 724-4328,,
Premier Montessori Metrotown,6112 Sussex Ave,Burnaby,V5H 3C3,(604) 363-1333,,
Pretty Angels Daycare,8148 18Th Ave,Burnaby,V3N 1K1,(236) 862-5435,,
