name,address,city,postal,phone,website,email
Fraserhood Childcare Centre,4585 Prince Albert St,Vancouver,V5V 4K3,604-724-6818,,
Kidsfirst Early Childhood Centre,27871 113 Ave,Maple Ridge,V2W 1M9,778-919-3558,,
Just B4 Dormick Park Elementary,32161 Dormick Ave,Abbotsford,V2T 1J6,604-864-5437,,
The Patch Kids Place Inc.,5370 248 St,Aldergrove,V4W 1A7,604-626-4547,,
Evans Childcare Center,7434 Evans Rd,Chilliwack,V2R 1L2,778-323-3100,,
A & B Learning Daycare,4605 Grassmere St,Burnaby,V5G 2N8,778-995-2628,,
Le Soleil Montessori Infant Community Ltd.,5398 Nanaimo St,Vancouver,V5P 4J4,778-689-4608,,
Rjds Early Learning Centre - Gan Aleph,8760 No. 5 Rd,Richmond,V6Y 2V4,604-275-3393,,
Rjds Early Learning Centre - Gan Bet,8760 No. 5 Rd,Richmond,V6Y 2V4,604-275-3393,,
Rjds After School Care,8760 No. 5 Rd,Richmond,V6Y 2V4,604-275-3393,,
Headstart Childcare Inc.,21020 83 Ave,Langley,V2Y 0K8,604-888-0662,,
Xland Montessori Learning Center,4492 Arbutus St,Vancouver,V6J 4A2,778-869-8583,,
Kids Zone Child Care Centre #5,9341 126 St,Surrey,V3V 5C4,778-239-2075,,
Marlborough Early Years Care,6051 Royal Oak Ave,Burnaby,V5H 1R5,604-431-0400,,
Alexandra Neighbourhood House Children's Centre At Hillcrest,18599 65 Ave,Surrey,V3S 8T2,604-535-0015,,
Alexandra Neighbourhood House Children's Centre At Rosemary,15516 36 Ave,Surrey,V3Z 0J5,604-535-0015,,
Central Elementary Seamless Day,9435 Young Rd,Chilliwack,V2P 2P9,604-614-6263,,
Lululala Child Care,1663 Mcpherson Dr,Port Coquitlam,V3C 6C9,236-516-0026,,
Irwin Park Elementary Seamless Day Before And After School,2455 Haywood Ave,West Vancouver,V7V 1Y2,604-981-1240,,
Saints And Angels Preschool,1405 Como Lake Ave,Coquitlam,V3J 3P4,604-868-9117,,
Godson Early Learning Program,33130 Bevan Ave,Abbotsford,V2S 1T6,604-864-5437,,
Rainbow Home Child Care,16597 20 Ave,Surrey,V3Z 1B9,639-590-3153,,
G.N. Sikh Preschool,7050 120 St,Surrey,V3W 3M8,778-876-6000,,
Plateau Montessori Childcare,3285 Plateau Blvd,Coquitlam,V3E 3B8,604-916-9592,,
Burnaby Montessori School Ltd,5489 Kingsway,Burnaby,V5H 2G1,604-558-1661,,
Little Stars Daycare Centre,7760 Lawrence Dr,Burnaby,V5A 3M9,604-367-3696,,
Kidikare Early Learning Centre,1112 Kings Ave,West Vancouver,V7T 2C3,604-364-9848,,
Imagination Station Childcare Centre-Silverdale Crossing,29560 Lougheed Hwy,Mission,V4S 1H7,604-287-7009,,
The Preschool Next Door,201-22712 Dewdney Trunk Rd,Maple Ridge,V2X 3K2,778-908-6931,,
Little Caterpillars Childcare Inc,5137 Tolmie Rd,Abbotsford,V3G 2V4,604-799-7749,,
Barney Group Daycare,2905 Walton Ave,Coquitlam,V3B 2W4,778-834-9771,,
Shining Smile,W 21St-2325 21St Ave W,Vancouver,V6L 1J6,778-855-7855,,
Tsawwassen First Nation Youth Centre,2300 Falcon Way,Tsawwassen,V4M 4G2,604-790-7760,,
Union Gospel Mission - Eastsiders Out Of School Care,616 Cordova St E,Vancouver,V6A 1L9,604-253-4044,,
St. Casimir's Before And After School Program,1303 E 27Th Ave,Vancouver,V5V 2L9,604-876-1156,,
Chris' Home Daycare,7110 Maureen Cres,Burnaby,V5A 1H4,604-363-4669,,
Smiley Daycare,77 Malta Pl,Vancouver,V5M 4C4,604-416-5050,,
Pemberton Heights Saplings,1390 W 22Nd St,North Vancouver,V7P 2G4,226-978-5527,,
Elfi First School,10727 Delsom Cres,Delta,V4C 0A8,604-998-7980,,
Kiddie Club Infant Toddler Childcare,6177 Leibly Ave,Burnaby,V5E 3C7,778-863-8811,,
Starlight Child Care Centre,728 Colborne St,New Westminster,V3L 2E2,778-389-9669,,
Friendz At Five Corners,21562 Old Yale Rd,Langley,V3A 4M8,604-788-2892,,
Kids Learning Center - Nanaimo St,7067 Nanaimo St,Vancouver,V5P 4M1,778-628-3243,,
Wibble Wobble Childcare - Clearbrook,2137 Beaver St,Abbotsford,V2T 3C7,778-955-3030,,
Little Bubz Daycare Inc,11689 99A Ave,Surrey,V3V 7K5,778-792-2884,,
Willoughby Early Learning Daycare Corp.,21155 80A Ave,Langley,V2Y 0K3,604-779-1783,,
Ic Early Learning Center,6336 Royal Oak Ave,Burnaby,V5H 3N7,604-500-5559,,
Junior Scholars - Sullivan,101-15385 56 Ave,Surrey,V3S 0X9,604-372-0213,,
Quality Time Childcare Centre Inc.,2865 Cruickshank St,Abbotsford,V2T 5E7,778-551-3099,,
Kin Outdoor Learning Centre,1614 184 St,Surrey,V3Z 9V2,778-954-8205,,
Little Dreamers Childcare Ltd.,#140 - #150 - 3720 Townline Rd,Abbotsford,V2T 5W8,604-614-5308,,
Moberly Childcare Centre,1052 61St Ave E,Vancouver,V5X 2C4,778-895-3185,,
Alexandra Neighbourhood House Children's Centre At Sunnyside,2828 159 St,Surrey,V3Z 0E5,779-239-2514,,
Alexandra Neighbourhood House Children's Centre @ White Rock,1273 Fir St,White Rock,V4B 5A6,778-239-2514,,
Leap Forward Out Of School Care,9240 112Th St,Delta,V4C 4X8,236-978-8141,,
Just B4 Queensborough,833 Salter St,New Westminster,V3M 6G8,604-517-6398,,
Little Leaders Childcare Centre,2760 Emerson St,Abbotsford,V2T 3J6,604-217-1404,,
Creative Beginnings Child Care Center,6878 142 St,Surrey,V3W 5M9,778-565-1291,,
Smile N Grow Day Care Inc.,9474 153Rd St,Surrey,V3R 9C7,604-649-9769,,
Little Beginners Childcare Centre Ltd,45840 Yale Rd,Chilliwack,V2P 2N8,604-751-0973,,
Amazing Kidz Childcare,3780 Lozells Ave,Burnaby,V5A 2Z1,236-863-1758,,
Early Steps,4890 Hastings St,Burnaby,V5C 2K9,604-862-6980,,
Newton Recreation Centre,13730 72Nd Ave,Surrey,V3W 2P4,604-501-5530,,
Galaxy Daycare Centre Ltd,8187 Woodlake Crt,Burnaby,V5A 3P3,604-218-4961,,
Skwo:Wech Children's Center,331 Richmond St,New Westminster,V3L 4B7,604-562-5092,,
Jericho Kids' Club 1 (Bayview),3505 7Th Ave W,Vancouver,V6R 0E9,604-736-4080,,
Taylin Child Care South Surrey,2350 148Th St,Surrey,V4A 4M7,604-349-4066,,
Kids Canvas Childcare (Surrey),9243 152Nd St,Surrey,V3R 4G1,778-926-5707,,
Lynn Early Learning Centre,3504 Chandler St,Coquitlam,V3E 0K2,604-902-7905,,
Glow And Grow Children's Centre,705 Blythwood Dr,North Vancouver,V7N 2W8,604-396-1851,,
Edgewood Park Child Care Centre,16736 22A Ave,Surrey,V3Z 0M7,778-319-6866,,
Happy Smile Childcare Centre,7615 17Th Ave,Burnaby,V3N 1L6,778-697-0998,,
H&S Daycare Ltd,21467 Dewdney Trunk Rd,Maple Ridge,V2X 3G5,604-561-9615,,
Lfas Care Center,9096 Trattle St,Langley,V1M 2S3,604-880-7297,,
Tiny Forest Childcare,1851 Salisbury Ave,Port Coquitlam,V3B 1X6,604-445-8840,,
Treetops Montessori,1525 Taylor Way,West Vancouver,V7S 1N5,604-925-2414,,
Tree House Infant And Toddler Daycare,6897 Sussex Ave,Burnaby,V5J 3V1,778-387-8009,,
Skowkale S'iwesa:Ylhem Childcare Centre,46337 Smokehouse Rd,Chilliwack,V4Z 1A2,604-703-3766,,
Smart Kids Learning Centre Inc,13632 108 Ave,Surrey,V3T 2K5,778-865-9816,,
Sunflower Daycare,885 Baker St,Coquitlam,V3J 6W9,604-618-9739,,
Cyrus Childcare Centre,14672 108A Ave,Surrey,V3R 1W7,604-500-6291,,
The Alex Early Care And Learning Centre,100-3235 Flint St,Port Coquitlam,V3B 4J7,778-828-9930,,
Blueberry Field Child Care Inc.,3720 Broadway St,Richmond,V7E 4Y8,778-708-1751,,
Little Montessorians,719 Carleton Ave,Burnaby,V5C 4V1,778-898-0860,,
Walnut Road Elementary - Seamless Day,16152 82 Ave,Surrey,V4N 0N5,604-595-5164,,
Bayview Community Preschool,3505 W 7Th Ave,Vancouver,V6R 3L1,236-996-9098,,
Crescent Heights Academy Child Care-Cloverdale,17465 60 Ave,Surrey,V3S 1T9,604-427-2282,,
Crescent Heights Academy Child Care-Clayton,19533 64 Ave,Surrey,V3S 4J3,604-427-2282,,
Corpus Christi Child Care Centre,2362 Waverley Ave,Vancouver,V5P 4K5,604-321-1117,,
Pango Childcare Group Inc,Unit A - 1393 Gabriola Dr,Coquitlam,V3E 2H3,604-366-0987,,
Little Neighbourhood Childcare,7566 Mary Ave,Burnaby,V3N 3G5,778-385-1025,,
Mamacare Daycare Ltd,#2 - 8555 120Th St,Delta,V4C 6R2,778-201-2110,,
Sandbox Early Learning (Cedar Hills),9648 128Th St,Surrey,V3T 2X9,778-808-8196,,
Blessed Generations Academy - Maple Ridge,22311 119 Ave,Maple Ridge,V2X 2Z2,604-618-4767,,
Moberly Childcare Centre Inc. Prince Albert,7751 Prince Albert St,Vancouver,V5X 3Z5,778-895-3185,,
Meridian Centre,2040 150Th St,Surrey,V4A 8G1,604-592-7031,,
Fairfield Island Daycare,46265 Hope River Rd,Chilliwack,V2P 3P3,604-798-6826,,
E2 Childcare,4642 Irmin St,Burnaby,V5J 1X9,604-658-0792,,
Hope Group Daycare Center,8328 Aspin Dr,Richmond,V6Y 3B9,778-628-3783,,
Eco Kids Care Inc.,6381 Mt Lehman Rd,Abbotsford,V4X 2G5,778-549-6766,,
Toddler Kingdom Childcare 02,13826 66 Ave,Surrey,V3W 9L5,778-714-9800,,
Robertson Elementary Just B4 Preschool & School Age Care,46106 Southlands Cres,Chilliwack,V2P 1B1,604-614-6263,,
Vedder Elementary Just B4 Preschool & School Age Care,45850 Promontory Rd,Chilliwack,V2R 5Z5,604-614-6263,,
Bear Cubs Childcare,3530 Colter Crt,Burnaby,V5A 2Y6,778-898-6338,,
Brainbridge After School Care Centre,2295 61St Ave E,Vancouver,V5P 2K5,604-322-6830,,
Kid Spot Surrey,102-17720 57 Ave,Surrey,V3S 1H2,778-829-9051,,
Little Birds Academy Ltd.,20257 Fraser Hwy,Langley,V3A 4E7,778-394-3210,,
Burnaby Lakeview Daycare,7020 Sperling Ave,Burnaby,V5E 2W3,778-990-3981,,
First Step Centre Ltd,1101 26Th St W,North Vancouver,V7R 1A4,604-988-8160,,
The Otta Daycare,1308 W 48Th Ave,Vancouver,V6M 2N9,778-863-8963,,
Little Semlin Montessori,2017 1St Ave E,Vancouver,V5N 1B6,604-620-9166,,
Coronation Kids Care (Mountain Meadows Elementary),999 Noons Creek Dr,Port Moody,V3H 4N3,236-838-3404,,
Kids Zone-Sema:Th,36321 Vye Rd,Abbotsford,V3G 1Z5,778-239-2075,,
Kids View Studio,4610 Northlawn Dr,Burnaby,V5C 3S1,604-629-3555,,
Arise & Shine Christian Learning Centre,3471 Clearbrook Rd,Abbotsford,V2T 5N1,778-751-6395,,
Crescendo Childcare Centre,4663 Hastings St,Burnaby,V5C 2K6,604-808-7623,,
Edgewood Home After School,16715 22A Ave,Surrey,V3Z 0M7,778-683-3166,,
Ic Early Learning Center (Metrotown),4721 Sardis St,Burnaby,V5H 1L4,604-500-5559,,
Stride Early Years Care,7051 14Th Ave,Burnaby,V3N 1Z3,604-431-0400,,
Our Lady Of Sorrows Childcare (Gcc - School Age),575 Slocan St,Vancouver,V5K 3X5,604-253-2434,,
Cookie Monster Preschool-Timms,20399 Douglas Cres,Langley,V3A 4B3,604-514-2865,,
Ssocc Sandpiper Junior Kindergarten,10111 Fourth Ave,Richmond,V7E 1V5,604-362-7928,,
A+ Learning Center,104-3278 Westwood St,Port Coquitlam,V3C 3L8,604-474-5629,,
Midtown Childcare & Learning Center - Sardis,45255 Keith Wilson Rd,Chilliwack,V2R 5S1,604-832-2895,,
Jasmine Childcare Centre,2558 Jasmine Crt,Coquitlam,V3E 2G5,778-918-0965,,
Mamacare Daycare - Chilliwack,3-45676 Yale Rd,Chilliwack,V2P 2N3,778-201-2110,,
Community Prekindergarten - White Rock,201-1493 Foster St,White Rock,V4B 0C4,604-385-0980,,
Jasmin’S Childcare Center,2504 Swinburne Ave,North Vancouver,V7H 1L5,604-783-6229,,
Little Kinlings,20243 43 Ave,Langley,V3A 3B9,778-954-8205,,
Lena Shaw Elementary - Just B4,14250 100A Ave,Surrey,V3T 1K8,604-595-5164,,
My Sunshine Childcare,12450 232 St,Maple Ridge,V2X 1R6,778-928-8548,,
Raja Montessori Academy Ltd.,107-10928 132 St,Surrey,V3T 0R3,780-938-6758,,
Inspirations Montessori School - Irmin,5232 Irmin St,Burnaby,V5J 1Y7,778-889-5083,,
La Paz Early Learning Center Inc,6525 177B St,Surrey,V3S 4J7,604-910-1342,,
Chantrell Creek Out Of School Care Program,2575 137Th St,Surrey,V4P 2K5,604-434-9101,,
Just Kiddies Childcare,20644 Dewdney Trunk Rd,Maple Ridge,V2X 3E5,604-618-9876,,
Cefa Captain's Cove,106-5519 Admiral Way,Delta,V4K 0C4,604-716-2512,,
Learning Lab Kids Club,2255 Fraser Ave,Port Coquitlam,V3B 6G8,778-847-4295,,
Top Tier School Age Care,21713 50 Ave,Langley,V3A 3T2,604-612-1593,,
Bee Yourself Childcare Junior,20609 Logan Ave,Langley,V3A 7R3,604-619-9711,,
Spencer's Lane,605 Second St,New Westminster,V3L 5R9,236-881-2361,,
Starseeds Childcare,3904 St. Marys Ave,North Vancouver,V7N 1Y3,604-753-9901,,
Lavender Forest Child Care Center,979 Crystal Crt,Coquitlam,V3C 5X5,778-875-1551,,
Kanaka Active Kids Club,11120 234A St,Maple Ridge,V2W 1C8,604-467-7478,,
Secret Heart Academy Aldergrove,27595 Fraser Hwy,Aldergrove,V4W 3P9,778-385-4034,,
Little Kangaroos Early Learning Centre Ltd.,15114 82 Ave,Surrey,V3S 8M6,604-807-2784,,
Laugh And Learn Children Branch Ii,9362 William St,Chilliwack,V2P 5E1,778-704-8407,,
All Bright Early Learning Center,706 Linton St,Coquitlam,V3J 6K5,778-316-5360,,
The Learning Tree Daycare,14250 61A Ave,Surrey,V3X 0E5,778-714-9800,,
Hazelwood Early Learning Centre,1265 Citadel Dr,Port Coquitlam,V3C 5X6,778-899-5454,,
Illumine Learning Centre - Langley,20901 83 Ave,Langley,V2Y 0W8,604-318-9101,,
"Learning Circle mccallum Tower, The",2151 mccallum Rd,Abbotsford,V2S 3N8,604-870-1395,,
Mom's Pride Childcare Centre,7328 Dunvegan Crt,Burnaby,V5A 3R5,604-374-3688,,
Valley Pine Learning Centre,33264 Old Yale Rd,Abbotsford,V2S 2J5,604-866-9909,,
Champion Kids Learning Centre Inc,20525 Fraser Hwy,Langley,V3A 4G3,778-321-8624,,
Little Kingdom Childcare Mission Downtown,33365 1St Ave,Mission,V2V 1G9,778-384-3742,,
Little Garden Montessori Center,22315 Selkirk Ave,Maple Ridge,V2X 2X6,604-466-5728,,
Petite Academy Inc.,632 Carnarvon St,New Westminster,V3M 1E5,778-773-5695,,
Sakura Childcare The Annex,3893 Hurst St,Burnaby,V5J 1M4,604-657-7310,,
Baby Club Childcare,7538 Tyndale Cres,Burnaby,V5A 4K1,778-302-6919,,
Love-Care Child Care Centre,504 Saville Crescent,North Vancouver,V7N 3B1,604-720-9009,,
Opus Daycare - Brentwood,1562 Taralawn Crt,Burnaby,V5B 3H3,604-727-5057,,
Opus Daycare - Nelson,8358 Nelson Ave,Burnaby,V5J 4E5,604-727-5057,,
Kidsrus Early Learning Center,3261 54Th Ave E,Vancouver,V5S 1Z2,604-767-0439,,
First Adventures Child Care Center,7515 185 St,Surrey,V4N 6C2,778-387-8145,,
Sprouts Child Care Centre,3368 Carscallen Rd,Richmond,V6X 0T6,236-880-7605,,
Royal Academy,3695 Moscrop St,Vancouver,V5R 4E9,778-322-0288,,
Ic Early Learning Center (Nelson),5989 Nelson Ave,Burnaby,V5H 2H8,604-719-1111,,
Wundoroo Academy Maple Ridge,12512 230Th St,Maple Ridge,V2X 0X2,778-886-0393,,
Elite Montessori Academy Blenheim Group Care,4720 Blenheim St,Vancouver,V6L 3A6,604-420-9622,,
Dover Learning Center,21816 Dover Rd,Maple Ridge,V2X 7V7,604-551-3401,,
Sunny Town Childcare North,1631 56 St,Delta,V4L 2B2,778-999-1015,,
Victory Children's Centre,2 - 13668 Whalley Blvd,Surrey,V3R 5J7,778-241-9367,,
Victory Learning Centre,14058 88A Ave,Surrey,V3V 7T4,778-881-7306,,
Encompass Bright Beginnings Childcare Centre,A-21405 56 Ave,Langley,V2Y 2N1,604-534-7155,,
Innocent Hearts Child Care,6933 Coach Lamp Dr,Chilliwack,V2R 2V4,778-222-1451,,
Donguri Preschool,3214 10Th Ave W,Vancouver,V6K 2L2,778-838-2011,,
Blossoms@Bellevue Academy,2893 Marine Dr,West Vancouver,V7V 1M1,778-288-0052,,
Tweedsmuir After School Studio,1714 8Th Ave,New Westminster,V3M 2S7,604-517-6398,,
South Delta Wee Childcare Inc,4750 57 St,Delta,V4K 3C9,778-995-5985,,
Gym Bears Child Care,6428 Selma Ave,Burnaby,V5H 3R4,778-927-8133,,
South Delta Wee Acorn Academy,5624 Ladner Trunk Rd,Delta,V4K 1X4,604-218-7607,,
South Delta Wee Clubhouse,4737 57 St,Delta,V4K 4C7,604-376-3443,,
Firm Foundations Early Learning Inc.,12390 104 Ave,Surrey,V3V 3H3,778-838-2312,,
Silver Ridge Montessori #3,17761 68 St,Surrey,V3S 4P4,604-315-1085,,
Busy Bees Child Care,1159 Eagleridge Dr,Coquitlam,V3E 1K1,604-561-5380,,
Ellendale Elementary School Basc,14525 110A Ave,Surrey,V3R 2B4,604-592-7031,,
Deer Fern Daycare,532 4Th St E,North Vancouver,V7L 1J6,604-904-4198,,
Baby Smile Childcare,7348 Stride Ave,Burnaby,V3N 1V2,778-302-6919,,
Kids Academy (2624),2624A St Johns St,Port Moody,V3H 2B6,604-492-5437,,
Beacon House,8181 168A St,Surrey,V4N 5K6,604-441-3900,,
Maple House Infant Toddler Daycare 1,7791 Tweedsmuir Ave,Richmond,V7A 1L3,778-898-2359,,
Watson Childcare Centre Ii,6045 Miller Dr,Chilliwack,V2R 2H4,604-613-1148,,
Moberly Childcare Centre Victoria,6905 Victoria Dr,Vancouver,V5P 3Y7,778-895-3185,,
Little Seedlings Daycare Centre,7352 12Th Ave,Burnaby,V3N 2J9,778-882-0887,,
Burnaby Lake Childcare,4578 Brentlawn Dr,Burnaby,V5C 3V1,604-728-0613,,
Kidz Venture Club,2809 Spring St,Port Moody,V3H 4C6,604-727-7991,,
Fabulous Kidz Childcare,4677 Northview Crt,Burnaby,V5H 1E4,778-386-8889,,
Happy Owls Childcare,6355 Grant St,Burnaby,V5B 2K7,778-386-8889,,
Baby Beluga Early Learning & Play House,5450 Moreland Dr,Burnaby,V5G 1Z8,778-846-5120,,
Cefa Cloverdale,201-17392 57 Ave,Surrey,V3S 2X6,604-897-2141,,
Twinkle Kids Academy,21084 83A Ave,Langley,V2Y 0B8,778-990-0316,,
Creative Stage,1-1381 George St,White Rock,V4B 4A1,778-879-7196,,
Bridges Childcare And Learning Centre - Applewood,19109 59 Ave,Surrey,V3S 7M9,778-384-9353,,
Kiddie Academy Child Care Centre Ltd,33837 Prentis Ave,Mission,V2V 2J7,778-347-0816,,
Little Stars Childcare Center,143 64Th Ave E,Vancouver,V5X 2M3,778-889-9654,,
Mommy Goose Child Care Sullivan,1-14858 60 Ave,Surrey,V3S 0B5,604-314-7856,,
Brightlights At The Stage,230-50 Lorne St,New Westminster,V3M 6G3,604-518-1291,,
Art In Daycare,625 Schoolhouse St,Coquitlam,V3J 5P6,236-788-8485,,
Yorkson Kids Care,A200-8045 204 St,Langley,V2Y 2A9,604-783-3066,,
Qayqayt Children's Centre,91 Courtney Cres,New Westminster,V3L 4M1,604-540-0431,,
Ready Set Grow Children's Centre,1714 Eighth Ave,New Westminster,V3M 2S7,604-526-9788,,
Moberly Childcare Learning Centre,700 59Th Ave E,Vancouver,V5X 1Y4,778-895-3185,,
Promise Vancouver Group Child Care (School Age),558 Powell St,Vancouver,V6A 1G9,604-800-4783,,
Mindful Kids Childcare Center,21209 93A Ave,Langley,V1M 1M5,778-637-0303,,
Mini Meadow Childcare,2773 46Th Ave E,Vancouver,V5S 1A8,604-568-1111,,
Az-Zahraa Islamic Academy,8580 No. 5 Rd,Richmond,V6Y 2V4,604-274-7861,,
Christine Sinclair Child Care Centre,3713 Kensington Ave,Burnaby,V5B 0A7,778-300-2660,,
Little Ladybug Daycare-Langley,20867 44 Ave,Langley,V3A 5A9,604-968-9077,,
All Bright Early Learning Center Park,2274 Park Crescent,Coquitlam,V3J 6T4,778-316-5360,,
Swan Childcare,3604 Tanner St,Vancouver,V5R 4E8,778-706-2000,,
The Biggest Little Learning Center,14818 60Th Ave Unit 104/105,Surrey,V3S 1R9,604-417-8256,,
Country Bears Child Care Centre Inc,31216 King Rd,Abbotsford,V2T 6C2,778-871-5608,,
Discover Possibilities,3192 Queens Ave,Vancouver,V5R 4T5,604-336-6488,,
Early Steps Academy Queens Park,601 Queens Ave,New Westminster,V3M 1L1,604-779-6541,,
Little Elephant Montessori Centre,8150 211 St,Langley,V2Y 0E4,778-998-7053,,
Play Garden Infant And Toddler Centre,1572 Regan Ave,Coquitlam,V3J 3B8,778-798-8162,,
Cheery Star Daycare Center,10307 158A St,Surrey,V4N 2M5,778-385-3529,,
Nik Kids Academy,622 Schoolhouse St,Coquitlam,V3J 5P7,778-885-3264,,
Abc Montessori Children's Centre,3629 Fraser St,Vancouver,V5V 4C7,604-727-2891,,
Apple Island Childcare,7487 Holly St,Burnaby,V5E 2C3,604-721-7488,,
Kinder Years Childcare,2264 Gordon Ave,West Vancouver,V7V 1W3,604-921-2375,,
Willowbrook Montessori Daycare - Latimer Campus,8157 198A Street,Langley,V2Y 1Y6,604-753-7276,,
Taylin Childcare - North Surrey,13388 104Th Ave,Surrey,V3T 1V6,604-349-4066,,
Cavell Group Childcare (School Age),500 20Th Ave W,Vancouver,V5Z 1X7,604-257-8134,,
Watch Me Grow Childcare,2412 164 St,Surrey,V3Z 0M8,778-513-0888,,
Little Diamonds Multi-Age Childcare,1144 Maplewood Cres,North Vancouver,V7P 1H9,778-929-0370,,
Little Sparrows Academy Corporation,8049 Gilley Ave,Burnaby,V5J 4Y6,778-865-7198,,
Aurostar Montessori Children Centre (Delta),11040 River Rd,Delta,V4C 2S2,236-868-3450,,
Happy Foot Infant And Toddler Centre,1621 Deep Cove Rd,North Vancouver,V7G 1S4,604-969-1184,,
Acklen Academy,7194 Vedder Rd,Chilliwack,V2R 4E3,604-846-6078,,
Growing Steps Children Centre Chilliwack,46212 Maple Ave,Chilliwack,V2P 2J4,778-387-1787,,
Mission Stars Childcare Centre (Hurd St),7381 Hurd St,Mission,V2V 3H8,778-246-1539,,
A Miracle Childcare,6655 Georgia St,Burnaby,V5B 1V9,672-513-2463,,
Little Nest Child Learning Centre,2561 168 St,Surrey,V3Z 0X3,778-814-1800,,
Laugh And Learn Children Centre Branch Iii,6596 Evans Rd.,Chilliwack,V2R 1K8,604-726-8295,,
Tender Love & Care Daycare #2,204-9288 120 St,Surrey,V3V 4B8,604-728-0752,,
Kidsrus Early Learning Center Munroe,7728 Munroe Cres,Vancouver,V5S 3J9,604-767-0439,,
Charming Child Daycare Center,10046 156 St,Surrey,V3R 4L5,604-889-5736,,
Sunshine Before & After School Care,980 East 13Th Street,North Vancouver,V7L 2N2,604-987-8229,,
"Learning Circle Ocean Park Campus, The",12761 16 Ave,Surrey,V4A 1N2,604-245-7733,,
Maple Treasure Children's Learning Centre,21176 117 Ave,Maple Ridge,V2X 2H2,778-839-6757,,
Kiddo Town Childcare Ltd,14881 59 Ave,Surrey,V3S 4S6,780-246-1450,,
Ic Early Learning Center (Morley),7726 Morley St,Burnaby,V5E 2K5,604-500-5559,,
Angels Land Academy,1054 Prospect Ave,North Vancouver,V7R 2M7,236-888-2363,,
Peach Blossom Childcare Centre,1528 Bond St,North Vancouver,V7J 1E7,604-990-1261,,
Little Koala Montessori Academy Ladner,C-5229 Ladner Trunk Road,Delta,V4K 5B6,780-630-7878,,
Moloo's Learning Centre,1356 35Th Ave E,Vancouver,V5W 1C1,778-867-3185,,
Radiance Childcare Centre,613 Queens Ave,New Westminster,V3M 1L1,778-686-6330,,
Pixel Wonderland Academy,9270 163A St,Surrey,V4N 3C6,778-751-7866,,
Blossom Buddies Daycare,8069 203 St,Langley,V2Y 3W8,778-996-5244,,
Abc Academy - Children's Learning Center Ltd - Burnaby,3830 Sunset St,Burnaby,V5G 1T3,604-317-9040,,
Spare Time Fun Centre,1338 W. 67Th Avenue,Vancouver,V6P 2T4,604-261-6612,,
Dino Multi-Age Daycare,3106 Fisher Crt,Coquitlam,V3E 2R8,778-834-9771,,
Young Riders Childcare,115-1077 56 St,Delta,V4L 2A2,778-999-1949,,
Kidikare Early Learning Centre - Taylor,1585 Taylor Way,West Vancouver,V7S 1N5,604-364-9848,,
Kidikare Early Learning Centre - Lawson,1315 Lawson  Avenue,West Vancouver,V7T 2E6,604-364-9848,,
Shining Smile Childcare Centre,4749 Osler St,Vancouver,V6H 2Y5,778-387-7768,,
Wibble Wobble - Bonny,46030 Bonny Ave,Chilliwack,V2P 0M3,778-246-5513,,
Honey Bees Day Care,819 Fifth St,New Westminster,V3L 2Y5,604-527-6760,,
Puddle Hoppers Child Care,22641 Lougheed Hwy,Maple Ridge,V2X 2V4,778-318-4055,,
Little Charm Daycare,4650 Neville St,Burnaby,V5J 2H1,778-302-6919,,
Ssocc Sandpiper After School Care,10111 Fourth Ave,Richmond,V7E 1V5,604-362-7928,,
Starlight Child Care Ltd.,1-1001 Royal Ave,New Westminster,V3M 1K3,778-859-4100,,
Shine & Grow Learning Centre,340 23Rd St E,North Vancouver,V7L 3E5,604-347-8825,,
Peninsula Montessori Academy Fraser,3456 Fraser St,Vancouver,V5V 4C4,778-994-1288,,
Sardis Elementary School Age Care,45775 Manuel Rd,Chilliwack,V2R 2E6,604-614-6263,,
Unsworth Elementary School Age Care,5685 Unsworth Rd,Chilliwack,V2R 4B6,604-614-6263,,
Greendale Elementary School Age Care,6621 Sumas Prairie Rd,Chilliwack,V2R 4K1,604-614-6263,,
Taylin Child Care Delair Rd,35270 Delair Rd,Abbotsford,V3G 2E2,604-349-4066,,
Curious Cubs Childcare Centre,9306 208 St,Langley,V1M 2Y9,604-352-5511,,
Ikoka Childcare Learning Center,7808 Ross St,Vancouver,V5X 4C2,778-861-7446,,
Taylin Child Care Douglas,17419 0B Ave,Surrey,V3Z 8L2,604-349-4066,,
Blue Ocean Daycare,2221 Ottawa Ave,West Vancouver,V7V 2S7,236-881-3775,,
Mathieson After School Childcare Centre,45195 Wells Rd,Chilliwack,V2R 1H6,604-819-4117,,
Khalsa Childcare Centre 1,6989 124 St,Surrey,V3W 3W6,604-594-0553,,
Little Lambs Childcare Center,613 Queens Ave,New Westminster,V3M 1L1,604-515-8212,,
Miss Vicki's Childcare Centre,21150 80 Ave,Langley,V2Y 0H2,778-998-0405,,
Sandbox Early Learning (Abbotsford),32560 Simon Ave,Abbotsford,V2T 5L7,604-868-7121,,
Puzzles Child Care Centre,5639 Remington Cres,Chilliwack,V2R 3W9,778-918-6343,,
Brighouse Junior Kindergarten Corporation,8151 Bennett Road,Richmond,V6Y 1N4,604-312-3352,,
Heron's Landing 3-5,5Th Fl - 6180 Walter Gage Rd,Vancouver,V6T 1S1,604-837-9232,,
